id, name,act,debut_date,disband_date,sales_circle, views, circle_streaming_score, billboard global, music_show_awards, yearly_awards, paks
386,Seo Inguk + Eunji,group,2012-08-28,,0,103599826,2845,0,0,1,0
387,NS Yoon-G,solo,2009-09-23,,13875,32857419,1946,0,0,0,0
388,Jay Park,solo,2010-07-13,,299790,878142292,11759,0,3,7,0
389,John Park,solo,2012-02-21,,26950,34652722,3356,0,1,0,0
390,Seo Inguk,solo,2009-10-27,,38878,46841074,6843,0,1,0,0
391,Ulala Session,group,2012-05-09,,25413,26832156,8085,0,0,0,0
392,Onew,solo,2018-12-05,,744237,52565789,557,0,1,0,0
393,Joy,solo,2021-05-31,,225345,117039691,1705,0,0,0,0
394,J-Hope,solo,2018-03-02,,1840354,1408047945,541,30,5,4,0
395,Hotshot,group,2014-10-29,2021,23448,14774665,0,0,0,0,0
396,D-Crunch,group,2018-08-06,2022-11,4463,4975224,0,0,0,0,0
397,TraxX,group,2004-07-20,2019-04,8082,9565463,874,0,0,0,0
398,Kyungri + Choi Nakta,group,2018-03-27,2018,0,137831,0,0,0,0,0
399,Kyungri + Jeong Jinwoon,group,,2017,0,140688,0,0,0,0,0
400,Chung ha + Yesung,group,2018-12-17,,0,3798563,0,0,0,0,0
401,Sohee,solo,2018-10-18,,0,5876866,0,0,0,0,0
402,Jiyeon,solo,2014-05-20,,15639,28307143,1027,0,0,0,0
403,Ben,solo,2012-09-18,,2414,65326697,15496,0,3,0,0
404,Yong Jun Hyung,solo,2013-12-13,,71500,26508723,2636,0,0,0,0
406,Paul Kim,solo,2014-01-21,,11489,155148134,47013,0,1,2,0
407,Ali,solo,2009-10-10,,7616,28303930,4501,0,0,0,0
408,Nam Woohyun,solo,2016-05-08,,341107,17478978,285,0,1,0,0
409,Yang Yoseob,solo,2012-11-27,,190846,49419557,3481,0,9,0,0
410,Penomeco,solo,2014-10-16,,8233,64476252,0,0,0,0,0
411,Sori,solo,2018-09-04,,0,9788844,0,0,0,0,0
412,Coco,solo,,2017,0,2208118,0,0,0,0,0
413,Buzz,group,2003-10-10,,463688,22124998,2806,0,0,4,0
414,KENTA・SANGGYUN,group,2018-10-30,,147782,6338418,0,0,0,0,0
415,Eyedi,solo,2016-07-19,,0,3312367,0,0,0,0,0
416,Kang Hye Yeon,solo,2018-10-31,,0,2123503,0,0,0,0,0
417,Hwang Chi Yeul,solo,2007-02-13,,645820,42683084,3782,0,2,1,0
418,14U,group,2017-04-17,2019-05,27762,3521586,0,0,0,0,0
419,Leo,solo,2018-07-31,,128412,15307649,0,0,1,0,0
420,Jung Ilhoon,solo,2018-03-08,,34005,7127747,14,0,0,0,0
421,Jeong Sewoon,solo,2017-08-31,,196477,61844496,36,0,1,0,0
422,Shaun,solo,2014-10-29,,0,300749761,6682,0,1,0,0
423,Vibe,group,2002-02-21,,22483,6727755,9965,0,0,2,0
424,Nilo,solo,2018-03-26,,0,13989461,8439,0,0,0,0
425,10cm,solo,2010-04-22,2017,7221,202886813,30787,0,1,4,1
426,Kim Dongryul,solo,1998-09-22,,1068058,79713506,6192,0,2,3,0
427,Yang Dail,solo,2015-09-30,,0,70464918,7727,0,0,1,0
428,Loco,solo,2012-12-22,,9047,90249006,9939,0,0,0,0
429,Loco + Hwasa,group,2018-06-06,,0,155111905,3323,0,0,0,1
430,Roy Kim,solo,2013-04-21,,42891,247907655,23883,0,4,5,0
431,Moon Moon,solo,2016-07-18,,0,9878565,2889,0,0,0,0
432,Haon,solo,2018-06-28,,2167,21483025,2818,0,0,0,0
433,Punch,solo,2014-01-06,,0,88972859,9249,0,0,0,0
434,Isu,solo,2008-04-15,,1426,8627696,3094,0,0,0,0
435,Jang Deok Cheol,group,2015-01-13,,0,63177487,7654,0,0,0,0
436,Dean,solo,2016-03-24,,21118,302949402,7473,0,0,2,1
437,GB9,group,2013-04-01,,0,37986124,4848,0,0,0,0
438,Yoon Jongshin,solo,1991-05-01,,242845,142890064,7546,0,2,4,1
440,Suran,solo,2014-12-17,,963,41166366,2999,0,0,3,0
441,Seenroot,group,2014-04-04,2019,0,33919671,2167,0,0,0,0
442,Woo,solo,2017-09-05,,4419,30355955,4466,0,0,1,1
443,Jung Seung Hwan,solo,2016-11-29,,19703,76465673,12351,0,0,0,0
444,Yoon Jong-shin + Minseo,group,2016-10-17,,0,17881557,2047,0,2,0,0
445,Vinxen,solo,2018-05-09,,11589,28917886,1045,0,0,0,0
446,Haon + Vinxen,group,2016-08-02,,0,0,1280,0,0,0,1
447,Park Won,solo,2016-11-16,,0,82356914,5318,0,0,0,0
448,Suzy + Park Won,group,2017-02-27,,0,2542072,0,0,0,0,0
449,Zia,solo,2007-07-12,,5647,126692029,15220,0,0,0,0
450,M.C The Max,group,2000-03-25,,25934,113013936,23923,0,0,6,0
451,Loopy,solo,2015-09-30,,1685,5323927,812,0,0,0,0
452,M.O.N.T,group,2019-01-04,,0,5177502,0,0,0,0,0
453,Yoona,solo,2019-05-30,,53051,25441903,0,0,0,0,0
454,Oneus,group,2019-01-09,,1683205,455529076,0,0,8,0,0
455,Cherry Bullet,group,2019-01-21,2024-04,101597,86688928,0,0,0,0,0
456,Hyomin,solo,2014-06-30,,32234,15511414,275,0,0,0,0
457,Favorite,group,2017-07-05,2022-01,2098,10485834,0,0,0,0,0
458,Lee Sora,solo,1995-09-01,,766759,19102908,3757,0,0,4,0
459,Verivery,group,2019-09-01,,638762,177103957,0,0,3,0,0
460,ITZY,group,2019-02-12,,7076958,4200469561,10804,16,49,7,0
461,Ha Sung Woon,solo,2019-02-28,,555427,75845140,602,0,4,1,0
462,Yoon Jisung,solo,2019-02-20,,110920,8360916,0,0,0,0,0
463,ATEEZ,group,2018-10-24,,11795869,2156319495,303,0,25,10,0
464,ONF,group,2017-08-02,,971303,171136849,399,0,4,0,0
465,TXT,group,2019-03-04,,19847565,2691642896,2300,15,28,23,0
466,Yeri,solo,2019-03-14,,0,3845432,0,0,0,0,0
467,Everglow,group,2019-03-18,,279807,1199361194,0,0,3,0,0
468,Jang Beom June,solo,2014-08-19,,28478,24345757,26019,0,0,1,0
469,Jannabi,group,2014-04-28,,78821,68320159,14878,0,0,7,0
470,Kassy,solo,2015-08-25,,0,43790477,12118,0,0,1,0
471,Minho,solo,2019-03-28,,160982,34833563,96,0,0,0,0
472,Sohlhee,solo,2019-03-30,,0,3665005,0,0,0,0,0
473,Jus2,group,2019-03-03,,85461,58224587,0,0,0,0,0
474,Block B - Bastarz,group,2015-04-13,,63664,21672893,1041,0,0,0,0
475,Hwang Minhyun,solo,2023-02-27,,84184,30885128,0,0,0,0,0
476,Park Jihoon,solo,2019-03-26,,561035,60643888,42,0,2,0,0
477,Junggigo,solo,2008-12-22,,1411,37704683,3221,0,0,1,0
478,1THE9,group,2019-02-09,2020-08,53580,7967866,0,0,0,0,0
479,Target,group,2018-01-23,,20377,2607158,0,0,0,0,0
480,Heechul,solo,2019-04-24,,0,2252570,0,0,0,0,0
481,Kriesha Chu,solo,2017-05-24,,0,5586315,0,0,0,0,0
482,BVNDIT,group,2019-04-10,2022-11,5470,43468966,0,0,0,0,0
483,Eunji + 10cm,group,2019-04-30,,0,587541,0,0,0,0,0
484,Lee Haeri,solo,2017-04-19,,2491,22614330,938,0,0,0,0
485,Lim Jae Hyun,solo,2017-07-21,,0,16049522,16149,0,0,1,0
486,Soyou + Ovan,group,2019-05-16,,0,1829144,0,0,0,0,0
487,AB6IX,group,2019-05-22,,1328776,260481940,247,0,8,2,0
488,Yoona + Lee Sang Soon,group,2018-05-13,,0,4550125,0,0,0,0,0
489,Woody,solo,2019-01-23,,0,33706642,13917,0,2,0,0
490,Kim Jaehwan,solo,2019-05-20,,436107,58290602,1195,0,3,0,0
491,Kim Na Young,solo,2016-10-18,,0,103366798,7010,0,1,0,0
492,Somi,solo,2019-06-13,,144437,849329472,4821,5,2,1,0
493,Giriboy,solo,2011-11-18,,25512,63529165,3341,0,0,0,0
494,Song Haye,solo,2013-04-18,,0,12253540,6966,0,0,0,0
495,Rothy,solo,2017-11-09,,0,16895865,39,0,0,0,0
496,Jun Hyo Seong,solo,2014-05-12,,29414,43598187,1180,0,0,0,0
497,EXO + Yoo Jaesuk,group,2016-09-17,2016,0,67037619,0,0,0,0,0
498,Jang Hyejin,solo,1991-09-01,,959,22302,3690,0,0,0,0
499,Jang Hye Jin + Yoon Min soo,group,,,0,5290047,3202,0,0,0,0
500,D.O.,solo,2021-07-26,,826328,149605651,2271,0,1,0,0
501,Hongbin + Hyungwon,group,,,0,291722,0,0,0,0,0
502,Xiumin,solo,2022-09-26,,291856,48259703,0,0,0,0,0
503,Saturday,group,2018-07-18,,4696,14134174,0,0,0,0,0
504,Taeyong,solo,2023-06-05,,791836,64929721,172,0,0,0,0
505,EXO-SC,group,2019-07-22,,958750,125975202,137,0,2,1,0
506,Girls Girls,group,2015-12-09,2019,0,1882141,0,0,0,0,0
507,MiSO,solo,2017-04-09,,0,9408160,0,0,0,0,0
508,D.Holic,group,2014-10-29,2017,1089,7378886,0,0,0,0,0
509,Matilda,group,2016-03-18,2019,0,3249242,0,0,0,0,0
510,EvoL,group,2012-08-10,2015,3025,6038463,0,0,0,0,0
511,Kang Daniel,solo,2019-07-25,,2215020,316010856,1802,0,24,4,0
512,Maktub,solo,,,0,96433074,14998,0,0,0,0
513,Busters,group,2017-11-27,,5318,6501371,0,0,0,0,0
514,CIX,group,2019-07-23,,814534,233916262,0,0,1,0,0
515,BIBI,solo,2019-05-15,,45504,575654661,4902,5,2,4,1
516,Kim Jaejoong,solo,2013-01-17,,902814,49427059,690,0,0,0,0
517,Rocket Punch,group,2019-08-07,2024-12,148200,115028609,0,0,0,0,0
519,Woosung,solo,2019-07-25,,11505,98473985,0,0,0,0,0
520,Jinu,solo,2019-08-14,,51356,16667251,0,0,0,0,0
521,Hwang In Wook,solo,2017-07-28,,0,9534586,6246,0,0,0,0
522,X1,group,2019-08-27,2020-01,654173,149620712,475,0,11,1,0
523,Hynn,solo,2018-12-28,,0,37847545,4902,0,0,0,0
524,Pink Fantasy,group,2018-10-28,2024-01,1836,11809526,0,0,0,0,0
525,3YE,group,2019-05-21,2024-11,0,29901282,0,0,0,0,0
526,SuperM,group,2019-10-04,,737509,330012472,0,0,0,0,0
527,Loco + Punch,group,2016-08-28,2016,0,350546130,0,0,0,0,0
528,J.Fla,solo,2013-07-26,,0,50530912,0,0,0,0,0
529,As One,group,1999-11-23,,303445,115388509,1169,0,0,0,0
530,Chen + Punch,group,2016-02-24,2016,0,294533164,0,0,0,0,0
531,Punch + Chanyeol,group,2016-12-02,2016,0,662465577,2071,0,0,0,0
532,Sulli,solo,2019-06-29,2019,0,22778406,0,0,0,0,0
533,Punch + Monday Kiz,group,2019-07-14,,0,65339297,0,0,0,0,0
534,MC Mong,solo,2004-04-23,,315991,68429819,14682,0,9,6,2
535,Hinapia,group,2019-11-03,2020-08,0,4866708,0,0,0,0,0
536,DAWN,solo,2019-11-05,,0,85767325,1189,0,0,0,0
537,OnlyOneOf,group,2019-05-28,,259944,67426672,0,0,0,0,0
538,Argon,group,2019-03-11,2020,0,475377,0,0,0,0,0
539,Noel,group,2002-12-16,,6521,101567874,22046,0,1,1,0
540,Jeon Sang Keun,solo,2016-12-22,,0,15621695,5252,0,0,0,0
541,Kim Dong Han,solo,2018-06-19,,57784,9664879,0,0,1,0,0
542,Seven O\'Clock,group,2017-03-16,2021,3700,6149260,0,0,0,0,0
543,C-Clown,group,2012-06-19,2015-10,17051,21107057,491,0,0,0,0
544,Kim Na Young + Yang Da-il,group,2019-12-01,,0,5422575,1021,0,0,0,0
545,Dynamic Duo + Chen,group,2017-01-23,,0,8947266,0,0,1,1,0
546,Jung Key,solo,2014-05-29,,1318,20013827,2327,0,1,0,0
547,Leebada,solo,2015-05-04,,0,7122689,0,0,0,0,0
548,Solji,solo,2008-01-15,,0,8099793,117,0,0,0,0
549,IU + Sung Si-kyung,group,2019-12-09,,0,1212966,1469,0,0,0,0
550,Changmo,solo,2016-03-18,,10530,76413362,11758,0,0,2,0
551,Ryu Sera,solo,2015-08-01,,0,175596,0,0,0,0,0
552,MCND,group,2020-02-27,,177584,137254804,0,0,0,0,0
553,DreamNote,group,2018-11-07,,18086,15257192,0,0,0,0,0
554,Sondia,solo,,,0,97272042,370,0,0,0,0
555,Sleepy,solo,2015-10-20,,0,6557279,65,0,0,0,0
556,Sleepy + Song Jieun,group,2015-06-16,,0,2462732,0,0,0,0,0
557,Ong Seongwu,solo,2020-03-25,,70106,14188171,0,0,0,0,0
558,D.A.N.,group,2019-03-07,2019,0,38353,0,0,0,0,0
559,Dongwoo,solo,2019-03-04,,25421,1585745,0,0,0,0,0
560,Astin,group,2019-03-07,2019,0,114631,0,0,0,0,0
561,Midnight,group,2019-03-09,2020-04,0,904163,0,0,0,0,0
562,Wooseok X Kuanlin,group,2019-03-11,2019,36414,10019389,0,0,0,0,0
563,High School,group,2019-04-30,2021,0,287546,0,0,0,0,0
564,Girlkind,group,2018-01-16,2022-08,0,3325470,0,0,0,0,0
565,Girlkind XJR,group,2019-08-28,2022-08,0,306049,0,0,0,0,0
566,Pink Fantasy SHY,group,2019-03-26,2024-01,0,387862,0,0,0,0,0
567,1Team,group,2019-03-27,2021-03,17221,12312628,0,0,0,0,0
568,Jiselle,solo,2019-02-02,,0,2358084,0,0,0,0,0
569,Vanner,group,2019-02-14,,412256,28904574,0,0,1,0,0
570,Uk,solo,2019-01-31,,0,71587,0,0,0,0,0
571,TREI,group,2019-02-19,2020,0,1485910,0,0,0,0,0
572,Yukika,solo,2019-02-22,2023,16009,14208322,0,0,0,0,0
573,ANS,group,2019-09-16,2020-08,0,8036268,0,0,0,0,0
574,Kim Seri,solo,2019-10-21,,0,135163750,0,0,0,0,0
575,Nichkhun,solo,2018-12-19,,0,2633046,0,0,0,0,0
576,Kang Minkyung,solo,2019-02-27,,2062,6910936,351,0,0,0,0
577,Joochan,solo,,,0,1732684,0,0,0,0,0
578,Maddox,solo,2019-04-03,,0,1360451,0,0,0,0,0
579,Daehyun,solo,2019-04-05,,0,3922033,0,0,0,0,0
580,STRAW,group,2019-04-08,,0,12998570,0,0,0,0,0
581,Youngjae,solo,2019-04-19,,174009,1049725,0,0,0,0,0
582,ENOi,group,2019-04-19,2021-01,5779,3200380,0,0,0,0,0
583,Chanyeol,solo,2024-08-28,,682400,51282330,1027,0,0,0,0
584,Bae Jinyoung,solo,2019-04-26,,72736,3912439,0,0,0,0,0
585,Lim Jimin,solo,2019-05-12,,0,1666054,0,0,0,0,0
586,Onewe,group,2019-05-13,,197273,56721438,0,0,1,0,0
587,Giant Pink,solo,2018-03-19,,0,4490638,0,0,0,0,0
588,Kiara,solo,2020-01-18,,0,810867,0,0,0,0,0
589,Luri,solo,2019-11-15,,0,372204,0,0,0,0,0
590,Sugarbowl,group,2007-12-03,,0,1911664,48,0,0,0,0
591,Chung ha + Paul Kim,group,2020-01-21,,0,2379403,339,0,0,0,0
592,Siyeon,solo,2020-01-29,,0,7975652,0,0,0,0,0
593,cignature,group,2020-02-04,2024-12,30720,72041016,0,0,0,0,0
594,DKB,group,2020-02-03,,226802,97680186,0,0,0,0,0
595,8Eight,group,2007-09-06,,4248,5212531,2708,0,0,2,0
596,Voisper,group,2016-02-23,,0,3460932,0,0,0,0,0
597,Gaeko,solo,2014-10-16,,3170,19456439,1536,0,1,0,0
598,Eunjung,solo,2015-05-09,,0,2111921,0,0,0,0,0
599,WhiteDay,group,2019-06-14,2020,0,52398,0,0,0,0,0
600,Purplebeck,group,2019-06-24,,1200,1923463,0,0,0,0,0
601,Yechan,solo,,2024,0,0,0,0,0,0,0
602,B.O.Y,group,2020-01-20,2021-04,21293,1641580,0,0,0,0,0
603,Blady,group,2011-05-16,2017-10,653,675886,0,0,0,0,0
604,UNVS,group,2020-02-23,,0,1758074,0,0,0,0,0
605,Gaho,solo,2018-05-03,,0,284872032,4536,0,0,1,0
606,Ovan,solo,2017-03-02,,0,64534920,8782,0,0,0,0
607,V,solo,2019-01-30,,2342189,986928295,2468,35,11,3,0
608,Zhou Mi,solo,2014-10-31,,3524,19278755,580,0,1,0,0
609,Toy,solo,1994-10-24,,44471,19474762,4345,0,2,3,0
610,Treasure,group,2020-08-07,,6372168,1778329268,124,3,3,10,0
611,Kim Feel,solo,2011-08-30,,6688,122779601,5096,0,0,0,0
612,Suho,solo,2020-03-30,,729790,36299745,396,0,3,1,0
613,Ha Hyunwoo,solo,2018-10-28,,7796,63803043,1804,0,0,1,0
614,Nick & Sammy,group,2017-06-22,,0,302757,0,0,0,0,0
616,CRAVITY,group,2020-04-04,,2644433,201833093,7,0,7,2,0
617,Yook Sungjae,solo,2020-03-02,,90507,29822299,0,0,0,0,0
619,HA:TFELT,solo,2014-07-31,,4652,14264019,256,0,0,1,0
620,Fanatics,group,2019-08-06,2024-11,3431,9527854,0,0,0,0,0
621,Natty,solo,2020-05-07,,0,51350429,25,0,0,0,0
623,Huta,solo,2019-01-15,,113210,26577243,0,0,0,0,0
624,Seo Eunkwang,solo,2020-06-08,,30237,9884030,0,0,0,0,0
625,Lee Changsub,solo,2018-12-11,,201554,47304044,8685,0,0,0,0
626,Lim Hyunsik,solo,2019-10-14,,60145,20572036,0,0,0,0,0
627,Peniel,solo,2017-06-27,,0,5291292,0,0,0,0,0
629,Secret Number,group,2020-05-19,,26694,198323084,0,0,0,0,0
630,WOOAH,group,2020-05-13,,0,72989430,0,0,0,0,0
631,Ryu Sujeong,solo,2020-05-20,,17454,14347346,0,0,0,0,0
632,Phantom,group,2011-11-25,2017-12,7960,5986087,1190,0,0,0,0
633,Stella Jang + Minhyuk,group,2020-05-18,,0,225734,0,0,0,0,0
634,Kim Wooseok,solo,2020-05-25,,322019,56931477,92,0,3,0,0
635,Mido and Falasol,group,2020-05-15,2022,0,61962216,2264,0,0,0,0
636,Jeon Mido,solo,,2022,0,39042058,3919,0,0,0,0
638,Park Bo Gum,solo,2018-10-12,,5000,25466136,0,0,0,0,0
639,Oh Seunghee,solo,,2022,0,381005,0,0,0,0,0
640,D1CE,group,2019-08-01,2023-01,9171,5069292,0,0,0,0,0
641,TST,group,2017-01-04,2020-10,6910,4659437,0,0,0,0,0
642,Woodz,solo,2016-07-29,,560100,199673124,7001,0,3,1,0
643,Weeekly,group,2020-07-30,2025-02,314973,355506631,0,0,0,1,0
644,Tablo + TAEYANG,group,,,0,15294674,0,0,0,0,0
645,Ha Hyunsang,solo,2018-02-20,,56509,34779419,0,0,0,0,0
646,Lee Jinhyuk,solo,2019-11-04,,352797,30371865,63,0,0,0,0
647,Baekhyun + Loco,group,2018-08-31,,0,17095529,0,0,0,0,0
648,Loco + U Sungeun,group,,,0,23584074,0,0,0,0,0
649,Loco + Gray,group,2016-06-14,,0,34024073,0,0,0,0,0
650,Cho Jung Seok + D.O.,group,,,0,6527357,0,0,0,0,0
651,Lee Moonsae + Roy Kim,group,2015-12-15,,0,602579,0,0,0,0,0
652,Zico + Kang Daniel,group,,,0,0,0,0,0,0,0
653,Mino + Zico,group,,,0,28493609,0,0,0,0,0
654,Sam Kim,solo,2016-04-10,,4082,112399427,1648,0,0,0,0
655,Sam Kim + Loco,group,2017-01-24,,0,6761084,0,0,0,0,0
656,Red Velvet - I&S,group,2020-07-07,,444650,202683610,682,0,1,0,0
657,Eric Nam + Cheeze,group,2017-09-29,,0,1115797,0,0,0,0,0
659,SSAK3,group,2020-07-25,2020,0,32734918,5311,0,3,0,1
660,Han Seungwoo,solo,2020-08-10,,233723,33744790,26,0,1,0,0
661,Wonho,solo,2020-09-04,,512772,136315215,0,0,0,0,0
662,Lucy,group,2020-05-08,,372770,58717660,61,0,0,0,0
663,Jung Jinhyeong,solo,2017-07-31,,0,1280685,0,0,0,0,0
664,DKZ,group,2019-04-24,,443545,30394989,0,0,1,0,0
665,Demian,solo,2020-03-11,,0,9689117,0,0,0,0,0
666,Kim Yo Han,solo,2020-08-25,,55194,37583269,0,0,0,0,0
667,BIGFLO,group,2014-06-23,,9276,6380864,0,0,0,0,0
668,BLACK6IX,group,2017-04-07,2021,0,4486465,0,0,0,0,0
669,HALO,group,2014-07-26,2019,30160,11766736,0,0,0,0,0
670,Seori,solo,2020-05-12,,0,28490401,0,0,0,0,0
671,Lee Eun Sang,solo,2020-08-31,,40974,15024885,0,0,0,0,0
672,DAY6 (Even of Day),group,2020-08-31,,153768,29214878,41,0,0,0,0
673,DVWN,solo,2018-11-21,,0,21707891,0,0,0,0,0
674,Lunarsolar,group,2020-09-02,2022-05,3831,8861573,0,0,0,0,0
675,Sandeul,solo,2016-10-03,,50773,27647768,6494,0,0,1,0
676,Kim Nam Joo,solo,2020-09-07,,19470,13360504,0,0,0,0,0
677,Yooa,solo,2020-09-07,,60524,93617171,299,0,2,0,0
678,Botopass,group,2020-08-26,2022-08,0,1390062,0,0,0,0,0
679,XUM,group,2020-09-22,2021-06,0,11575505,0,0,0,0,0
681,BDC,group,2020-09-23,2023-08,44864,27603203,0,0,0,0,0
682,H&D,group,2020-04-21,2020-11,0,6576024,0,0,0,0,0
683,Ghost9,group,2020-09-23,,76922,64091760,0,0,0,0,0
684,Checkmate,group,2020-09-21,2021-12,0,3100607,0,0,0,0,0
685,WEi,group,2020-10-05,,717310,110677909,0,0,0,0,0
686,WJSN Chocome,group,2020-10-07,,55193,16734078,0,0,0,0,0
687,Hayeon,solo,2020-10-07,,0,1112834,0,0,0,0,0
688,Refund Sisters,group,2020-10-10,2020,0,44688322,2045,0,0,0,1
689,Lim Young Woong,solo,2016-08-08,,1149643,625336087,48899,0,12,29,0
690,Standing Egg,group,2010-04-17,,4267,34197968,6894,0,0,2,0
691,Lee Suhyun,solo,2020-10-16,,0,95219435,1070,0,0,0,0
692,Blackswan,group,2020-10-16,,0,41177860,0,0,0,0,0
693,TFN,group,2021-01-11,2024-02,67251,124966107,0,0,0,0,0
694,Drippin,group,2020-10-26,,376211,85435740,0,0,0,0,0
695,P1Harmony,group,2020-10-28,,1721630,227006331,0,0,6,1,0
696,Super Junior-K.R.Y.,group,2006-11-05,,151153,19113502,175,0,0,0,0
697,Prisma,group,2020-10-31,2022-11,0,1246911,0,0,0,0,0
698,RoaD-B,group,2020-11-02,,0,1936527,0,0,0,0,0
699,Gwangil Jo,solo,2019-10-29,,0,35986160,447,0,0,0,0
700,"Car, the garden",solo,2013-09-30,,799,54531194,1723,0,0,0,0
701,Bloo,solo,2016-06-20,,11359,46174824,2948,0,0,0,0
702,V.O.S,group,2004-05-14,,1995,17336189,5438,0,2,1,0
703,E\'LAST,group,2020-06-09,,138400,72448392,0,0,0,0,0
704,StayC,group,2020-11-12,,1965997,667755568,10555,0,21,7,0
705,Løren,solo,2020-11-13,,0,24104672,0,0,0,0,0
706,BTOB 4U,group,2020-11-16,,69083,26203364,29,0,1,0,0
707,Aespa,group,2020-11-17,,10947622,3350686797,51890,122,50,47,2
708,Bling Bling,group,2020-11-17,2022-07,0,21915396,0,0,0,0,0
709,Bae173,group,2020-11-19,,206987,21390430,0,0,0,0,0
710,Purple Kiss,group,2021-03-15,2025-11,279583,155383400,0,0,0,0,0
711,Viini,solo,2019-08-19,,7254,4792348,0,0,0,0,0
712,Kai,solo,2020-11-30,,1138306,424144707,184,0,2,0,0
713,Enhypen,group,2020-11-30,,17235427,1973353139,125,6,18,21,0
714,NCT,group,2016-04-09,,6784134,310956238,0,2,0,4,0
715,Norazo,group,,,2760,42666511,351,0,0,0,0
716,DPR Ian,solo,2020-10-26,,0,176417336,0,0,0,0,0
717,KEEMBO,group,2020-04-10,,0,909799,0,0,0,0,0
718,4Ten,group,2014-08-26,,672,3905552,0,0,0,0,0
719,ChoColat,group,2011-08-16,2017-02,1047,11245150,117,0,0,0,0
720,P.O.P,group,2017-07-26,2018,859,730185,0,0,0,0,0
721,Ariaz,group,2019-10-24,2022-04,0,836508,0,0,0,0,0
722,1NB,group,2017-11-29,2018,0,5081414,0,0,0,0,0
723,Kiss&Cry,group,2014-01-25,2014-08,0,3645773,0,0,0,0,0
724,Mad Clown + Kim Na Young,group,2016-03-17,2016,0,163123103,0,0,0,0,0
725,KHAN,group,2018-05-23,2020,0,8251518,0,0,0,0,0
726,Vince,solo,2014-02-11,,0,5903006,0,0,0,0,0
727,XRO,group,2020-07-24,2022-04,0,277732,0,0,0,0,0
728,June,solo,2018-04-18,,0,21234,0,0,0,0,0
729,Thama,solo,,,0,7461814,0,0,0,1,0
730,Dabin,solo,2017-03-15,,29635,188915652,14,0,0,0,0
731,ONE,solo,2017-07-11,,9993,25428751,42,0,0,0,1
732,pH-1,solo,2017-10-18,,8361,49538173,866,0,0,0,1
733,Fanxy Child,group,2019-08-09,,0,3487953,0,0,0,0,0
734,Jvcki Wai,solo,2016-11-02,,0,12817084,0,0,0,0,0
735,Villain,solo,2016-12-08,,0,2712960,0,0,0,0,0
736,Junny,solo,2017-04-06,,0,19347721,0,0,0,0,0
737,Sik-K,solo,2016-07-20,,6011,79570367,408,0,0,0,0
738,MyB,group,2015-08-25,2016,1057,1776829,0,0,0,0,0
739,KyeongSeo,solo,2020-11-14,,0,43581429,13204,0,1,0,0
740,NeonPunch,group,2018-06-27,2020-08,0,2081037,0,0,0,0,0
741,Berry Good Heart Heart,group,2018-04-27,2021-05,0,765205,0,0,0,0,0
742,BONUSBaby,group,2017-01-01,2018,0,711662,0,0,0,0,0
743,GeeGu,group,2017-10-26,2021,0,710754,0,0,0,0,0
744,FLORIA,group,2020-08-11,,0,171456,0,0,0,0,0
745,REDSQUARE,group,2020-05-19,2022-06,1170,1153123,0,0,0,0,0
746,GOOD DAY,group,2017-08-30,2019,1728,3422203,0,0,0,0,0
747,WA$$UP,group,2013-08-07,2019,638,6199926,0,0,0,0,0
748,T-ara + Supernova,group,2009-09-22,2013,0,69012577,0,0,0,0,0
749,Super Junior-H,group,2008-05-03,,1646,20528167,0,0,0,0,0
750,Hoppipolla,group,2019-11-16,,7102,7387318,0,0,0,0,0
751,JYPark + Rain,group,2020-12-31,,0,30347010,0,0,1,0,0
752,Jaehyun,solo,,,440978,35768285,160,0,1,0,0
753,SPICA.S,group,2014-09-12,2017,0,2474537,18,0,0,0,0
754,T-ara + Davichi + SeeYa,group,2009-05-07,2012,0,9311398,952,0,1,0,0
756,Super Five,group,2020-08-15,2020,0,653213,0,0,0,0,0
759,WANNA.B,group,2015-07-20,2019,0,371047,0,0,0,0,0
760,Minhyuk,solo,2016-10-04,,0,1582717,0,0,0,0,0
761,KIMNANO,solo,2018-02-20,,0,901866,0,0,0,0,0
762,Spectrum,group,2018-05-09,2020-07,1023,1997420,0,0,0,0,0
763,Dahye,solo,2020-10-10,,0,1521995,0,0,0,0,0
764,CSVC,group,2019-08-06,,0,1164007,0,0,0,0,0
765,Rolling Quartz,group,2020-12-30,,0,15040579,0,0,0,0,0
766,Precious,group,2020-09-23,,0,167171,0,0,0,0,0
767,2Eyes,group,2013-07-20,2017,0,3572428,11,0,0,0,0
768,Noir,group,2018-04-09,2022-07,0,6911780,0,0,0,0,0
769,TRCNG,group,2017-10-10,2022-03,16792,12100701,0,0,0,0,0
770,Hong Eunki,solo,2019-07-19,,1311,432038,0,0,0,0,0
771,Youha,solo,2020-09-29,,0,9812581,0,0,0,0,0
772,Pink Fantasy MDD,group,2019-12-19,2020,0,55806,0,0,0,0,0
773,Seulgi,solo,2022-10-04,,395329,54697709,69,0,0,0,0
774,SinB,solo,,,0,140488,69,0,0,0,0
775,Yoo Youngjin,solo,1993-09-01,,0,3586027,0,0,0,1,0
776,Cheeze,solo,2011-12-16,,1000,66639014,979,0,0,0,0
777,Yoo Jaesuk,solo,,,0,9608655,3852,0,0,0,0
779,Geeks,group,2011-03-09,,3707,2958647,5245,0,0,0,0
